age,education_num,hours_per_week,occupation,annual_income
61,10,46.0,technical,142165.47
51,8,42.0,professional,125856.38
69,16,42.3,service,201434.13
37,12,39.2,technical,129561.15
34,8,46.4,service,98228.35
45,16,40.3,service,168114.25
29,16,31.5,professional,170547.28
74,12,29.5,sales,148929.13
28,14,32.5,service,150929.15
45,8,42.2,sales,113563.84
48,8,39.7,management,113025.25
21,10,42.2,technical,105662.61
45,13,45.0,management,155241.51
44,9,33.7,technical,111610.86
33,8,54.7,technical,106190.39
25,14,37.3,management,146395.48
20,14,35.7,service,136524.19
18,14,44.8,service,135907.81
45,15,21.6,professional,160694.08
23,15,32.1,technical,146732.17
73,13,49.8,management,176366.48
32,12,22.6,professional,117848.61
55,15,51.2,technical,172183.38
57,11,55.1,service,159132.1
46,8,36.3,management,117650.11
69,14,42.9,management,181493.43
24,10,51.2,professional,112207.07
31,16,35.3,management,162518.8
32,11,48.7,management,135800.77
25,15,33.3,sales,146904.8
35,8,35.2,management,95190.71
36,13,32.0,professional,149665.84
62,12,43.4,professional,152929.17
35,12,51.6,technical,150318.11
68,10,38.2,technical,129270.69
62,16,27.3,technical,185114.54
70,11,29.2,professional,156150.02
24,15,43.9,sales,154559.69
75,11,58.4,sales,160569.48
53,8,43.9,technical,109104.24
74,15,36.1,service,192103.31
38,9,47.7,technical,110169.86
73,10,37.6,sales,140939.36
52,15,36.2,technical,161691.18
22,16,30.4,service,165586.5
41,16,54.1,service,189291.43
25,11,15.0,service,103187.57
72,14,48.0,professional,173130.12
35,10,35.4,service,123705.66
30,14,35.9,professional,142208.43
50,12,56.9,service,145078.42
42,8,32.9,professional,91447.65
23,11,33.2,service,107803.72
65,12,38.7,sales,143282.2
67,10,44.1,service,136900.69
61,11,35.6,professional,144751.32
53,12,24.3,service,133958.19
41,8,31.3,technical,103679.81
49,9,52.8,management,121007.34
48,14,40.7,professional,160278.73
27,11,44.5,service,133509.71
22,13,37.4,technical,128389.69
32,13,33.4,service,137964.22
44,12,56.8,sales,137805.22
27,11,38.1,professional,127388.51
24,12,35.6,technical,119214.14
67,15,51.0,technical,195153.27
39,16,32.8,technical,167864.55
51,10,34.1,professional,128177.13
48,14,40.1,sales,163861.8
60,16,40.0,professional,184398.83
60,8,42.6,technical,127954.4
35,15,60.9,technical,166466.79
67,12,43.4,management,161760.46
39,16,16.2,professional,157022.58
66,13,43.3,sales,166959.44
41,15,40.4,sales,161301.4
24,9,40.4,sales,101725.5
62,9,42.5,professional,122128.88
19,16,39.7,service,160089.6
62,12,39.5,technical,151352.37
20,13,46.1,technical,130553.41
29,9,34.6,sales,101322.56
52,10,30.5,technical,123831.61
72,15,70.2,service,198420.49
41,10,32.8,management,115698.71
24,13,41.0,service,127507.37
31,10,25.0,professional,120493.99
69,10,41.2,service,147597.71
60,9,30.7,service,123004.05
23,16,35.6,technical,166623.34
40,16,50.5,technical,166220.92
33,9,44.7,technical,93432.82
28,11,45.7,sales,119773.73
67,13,22.3,sales,144890.37
53,11,58.4,sales,145307.86
28,14,28.1,technical,140225.28
55,10,55.3,professional,144662.64
41,8,50.2,sales,104348.92
21,11,45.8,service,120115.8
44,13,31.5,management,142883.78
28,9,41.5,service,107054.24
32,15,35.3,professional,151827.43
68,8,40.3,professional,134179.24
59,8,37.5,service,116682.04
25,12,19.6,management,125774.35
67,12,51.2,management,155886.81
51,10,39.2,sales,131855.15
68,10,35.2,sales,136318.61
61,8,34.4,management,114917.02
37,13,43.6,professional,148674.25
49,11,31.1,professional,127082.59
48,9,17.4,sales,88255.44
59,11,44.1,professional,123273.44
32,16,45.2,management,178864.02
37,10,38.0,sales,124571.57
32,16,28.5,technical,173692.46
35,10,40.9,sales,116648.07
27,9,25.4,professional,86804.63
20,10,29.7,sales,97395.8
72,10,32.5,management,138118.28
22,9,48.4,professional,97857.6
69,13,36.4,sales,173714.04
18,11,35.5,sales,124336.38
63,14,59.5,sales,183803.49
37,12,43.5,technical,135722.45
48,11,43.4,service,126690.06
34,12,36.3,management,139772.99
46,9,34.0,sales,113777.63
44,14,18.1,sales,142739.06
48,8,49.7,management,119484.85
40,14,44.5,professional,152502.44
49,16,38.2,technical,179607.48
65,14,38.6,professional,161213.08
43,12,47.4,sales,149169.38
38,10,24.5,professional,109143.28
25,15,34.1,management,157183.87
38,10,28.6,professional,110815.81
25,12,57.7,service,134312.52
28,14,48.8,technical,142379.9
73,16,18.0,service,189261.82
23,16,24.9,technical,147419.56
45,8,38.7,service,105039.5
66,16,35.3,service,188946.59
73,9,26.8,sales,128965.54
26,13,59.4,management,134499.23
27,16,43.1,sales,164456.94
39,13,44.7,technical,151773.15
50,16,33.1,sales,174072.93
73,11,47.2,service,153254.62
30,10,36.2,management,111736.12
27,10,37.2,professional,108295.73
32,11,46.1,professional,118705.03
68,14,23.7,professional,164248.12
19,12,56.0,technical,136499.65
40,14,41.8,sales,148014.36
24,11,52.8,service,121053.93
27,10,29.2,service,95777.45
71,9,30.8,sales,135103.26
18,12,28.4,technical,113563.74
36,16,42.5,professional,166388.55
71,15,40.7,management,186058.65
53,10,35.4,service,118495.19
22,12,29.9,service,111059.42
44,14,27.3,professional,140186.71
74,13,39.5,technical,161291.94
41,8,35.3,management,112391.11
48,13,33.1,professional,141756.56
48,8,55.5,management,122568.6
56,9,39.2,management,117672.93
28,13,52.7,service,148214.87
66,8,34.7,service,114026.72
75,11,42.4,service,153744.12
26,13,39.4,technical,134931.08
65,13,23.0,management,167986.48
65,12,54.3,service,165408.14
61,8,38.6,management,115531.92
39,15,47.5,technical,171254.13
45,16,32.5,service,186600.18
66,15,38.4,service,170096.74
26,14,31.3,sales,133800.04
66,11,52.4,professional,151101.03
71,15,43.1,service,184097.69
57,12,43.7,technical,147710.4
37,9,53.6,management,109254.19
50,15,51.6,technical,185881.61
20,10,47.7,service,100735.29
72,16,25.8,management,186617.32
37,11,33.0,technical,128514.54
21,15,30.0,management,144378.43
64,12,47.3,service,150389.89
56,12,41.7,management,139326.71
54,10,26.1,management,120430.05
21,15,38.1,service,144137.23
61,8,25.1,service,113245.53
54,12,39.5,service,136352.73
64,11,23.4,professional,140623.06
65,12,45.3,technical,157114.14
30,10,43.8,management,116085.59
30,13,59.1,technical,157553.38
71,11,48.5,professional,151160.5
48,9,35.8,service,110917.85
43,9,48.2,technical,115400.6
34,14,26.0,professional,140705.29
55,10,30.4,sales,124387.99
61,10,43.3,technical,130905.61
18,13,18.4,technical,104272.24
50,10,39.6,professional,122922.44
75,11,29.8,sales,148870.29
34,10,41.0,professional,117015.73
34,11,29.2,sales,125312.43
68,14,44.2,professional,188487.89
21,12,40.2,management,127696.49
41,16,54.0,technical,190726.6
44,14,40.1,service,161664.93
64,8,32.3,sales,129115.95
25,11,37.5,management,127815.55
43,10,26.6,management,120662.13
26,13,44.1,sales,141717.89
63,10,45.9,service,137783.03
54,16,64.7,professional,196450.09
46,10,33.8,service,118356.82
40,12,37.3,professional,138519.78
26,9,34.2,management,94712.75
71,16,42.1,sales,194962.64
55,16,43.8,management,170628.9
36,15,39.5,management,171502.54
42,11,50.9,management,133584.58
60,8,33.8,professional,118997.03
59,14,49.9,sales,182043.43
44,11,45.4,technical,135356.52
35,16,39.9,professional,179160.28
56,14,36.9,management,155240.41
56,12,64.3,management,176084.14
52,16,31.8,professional,184310.88
22,15,43.0,professional,153794.46
45,12,32.5,professional,144591.33
53,8,57.9,technical,116753.93
73,8,48.9,professional,131530.69
48,11,33.2,service,138899.58
37,13,45.1,service,133276.05
50,8,42.6,management,117489.44
28,9,34.8,professional,104579.39
23,14,47.6,sales,158913.73
57,14,43.9,sales,157595.83
75,8,42.2,management,141578.09
67,12,39.6,service,150987.4
51,8,44.3,professional,112594.38
20,14,42.3,professional,133162.46
75,15,40.6,service,181149.99
44,15,33.6,technical,165293.32
34,13,56.9,technical,142578.23
69,13,29.5,technical,164027.21
61,16,44.3,sales,186080.93
61,13,36.8,management,149746.62
34,12,57.6,professional,138001.27
75,14,31.0,professional,175563.3
44,13,32.6,professional,141645.92
48,15,30.3,professional,163884.38
61,12,43.2,management,156958.93
56,15,26.3,management,174079.98
27,8,35.2,service,91681.62
35,8,18.5,sales,83303.69
38,8,42.4,management,105846.07
72,13,35.0,sales,167400.71
59,14,25.1,technical,149464.83
39,9,50.9,sales,111843.58
60,9,26.9,professional,114494.8
60,15,48.0,professional,180428.36
40,14,33.0,professional,145041.41
41,13,56.0,professional,158797.08
69,12,47.5,technical,149943.68
50,11,29.9,technical,118830.44
26,8,30.8,professional,88414.91
59,9,46.1,technical,127850.33
52,16,37.4,technical,170839.94
47,11,38.3,management,127667.62
60,14,52.7,sales,172234.39
70,14,32.5,service,168169.63
37,10,40.9,sales,119162.21
42,9,49.5,sales,114711.87
28,14,48.1,sales,159499.94
55,8,38.4,service,118224.6
41,12,37.1,professional,129819.3
37,15,22.6,sales,152346.85
58,14,29.4,professional,161440.61
41,14,43.2,technical,164190.53
44,8,38.6,management,103568.3
43,9,40.7,management,119861.48
32,10,50.4,management,120160.81
25,10,28.1,professional,112437.77
65,9,37.6,service,136953.49
23,16,41.9,technical,163756.48
36,9,33.0,sales,103983.97
56,14,54.3,management,176209.92
25,13,49.1,professional,138016.97
56,13,42.9,management,168410.4
60,9,57.9,sales,136740.01
56,10,25.0,service,120092.26
35,13,39.9,management,138162.68
19,10,43.7,service,99202.98
69,14,30.9,professional,172731.44
36,8,43.0,service,98953.0
64,8,28.9,technical,123280.9
29,14,46.9,service,141537.85
27,13,50.6,service,142237.83
63,8,42.7,service,130503.43
72,16,21.5,management,171558.21
67,8,30.3,management,132130.5
61,16,45.6,professional,188379.76
32,14,40.2,service,149277.57
70,16,15.0,service,184302.63
56,16,52.4,service,196093.61
27,10,41.4,professional,113204.72
25,14,31.8,technical,145321.95
68,9,49.9,sales,140807.9
33,12,33.2,professional,138773.78
62,10,33.1,service,134781.5
26,12,43.6,management,140895.59
34,15,57.8,sales,174848.74
34,11,56.2,service,120635.23
34,8,43.6,service,120179.72
57,10,44.6,professional,130482.74
71,15,47.9,management,199170.3
70,12,27.4,management,150215.27
61,13,46.4,management,169832.57
29,11,32.7,technical,111430.36
73,10,43.2,service,148691.83
49,13,37.7,sales,148095.86
49,13,45.0,sales,164012.83
58,16,41.2,professional,189439.12
62,13,15.0,management,152426.3
73,16,41.8,management,183355.61
51,15,46.4,service,174071.63
53,8,44.5,management,119650.33
61,11,39.0,management,143232.15
32,11,56.4,service,137322.28
35,8,43.1,sales,101263.32
54,9,44.4,sales,124886.0
21,14,50.4,professional,153966.54
36,11,43.6,management,112025.66
59,9,31.0,sales,124553.36
74,10,15.6,professional,127991.75
48,10,35.2,sales,116818.63
41,9,47.6,management,119434.42
43,8,36.5,professional,113565.55
57,14,48.0,management,176904.78
49,15,41.5,sales,169635.79
19,12,52.9,professional,134031.2
49,13,37.0,professional,155011.42
41,16,44.7,sales,176042.18
58,15,45.1,sales,174273.36
68,8,55.0,professional,129158.93
73,16,22.9,service,192497.75
53,8,35.4,professional,111733.94
39,8,48.5,professional,102595.8
43,11,55.5,sales,127293.69
28,14,42.4,management,152171.16
72,8,37.1,sales,122665.21
67,10,47.6,sales,144984.53
67,10,48.7,management,151508.82
37,11,36.4,sales,115056.72
36,16,43.3,management,172061.5
67,10,51.8,service,144056.25
49,9,58.9,management,131527.54
58,9,47.4,management,137100.55
46,9,40.4,professional,108163.01
43,9,39.5,service,117867.96
54,13,45.6,service,164263.25
65,11,38.8,sales,143295.22
37,12,41.9,management,134004.14
64,15,29.4,professional,177097.62
32,13,53.0,service,148467.79
41,9,28.6,management,110575.96
70,11,35.7,service,149914.58
73,10,41.0,professional,137026.8
71,15,59.9,management,202483.18
36,10,35.8,service,122232.19
66,9,33.3,management,128108.13
72,14,34.5,professional,163502.36
74,11,56.6,management,159820.96
19,8,15.0,sales,78242.78
61,14,30.0,management,155588.9
75,9,67.3,management,149542.87
62,15,45.9,sales,172884.97
31,15,28.9,technical,154960.5
62,11,39.6,management,143891.03
24,13,40.7,sales,123166.08
45,13,48.5,technical,155130.88
54,13,58.4,professional,164242.62
44,8,43.9,sales,113722.87
58,10,34.6,technical,126859.06
31,9,47.9,service,105181.03
53,14,33.0,professional,154092.98
55,8,29.7,service,106747.68
54,12,22.4,service,136197.38
34,14,24.3,sales,141997.38
35,16,31.0,sales,163668.08
32,10,28.2,technical,104943.44
44,8,43.1,technical,107667.82
51,14,28.0,technical,171247.36
39,8,15.0,service,85969.43
41,8,29.6,professional,96760.81
34,16,35.3,management,187953.03
30,15,33.9,management,155802.63
56,14,55.2,technical,164431.37
65,15,33.9,professional,182999.0
34,8,48.8,management,100158.97
67,8,39.8,professional,130133.64
51,10,39.6,management,125868.93
27,8,31.6,sales,88875.88
39,15,39.4,sales,172832.28
18,8,32.3,professional,89502.72
20,12,41.7,service,129214.08
37,15,37.6,sales,162823.62
44,14,30.6,technical,148559.52
64,10,49.9,service,146002.08
25,12,44.3,management,135662.04
66,12,35.5,professional,152565.97
31,14,41.5,service,160054.75
26,11,39.2,sales,122910.02
58,10,31.3,service,128979.0
62,15,40.7,professional,180818.41
53,15,33.8,management,169972.49
24,12,30.6,service,111424.33
24,8,23.8,service,84718.45
40,12,36.4,service,135419.89
44,16,45.7,sales,176551.99
75,16,33.1,management,196212.48
34,11,65.2,service,137445.27
29,9,48.9,service,114561.95
72,13,53.0,service,178576.71
26,15,48.0,management,159056.35
19,16,58.5,service,159942.08
42,8,32.1,service,114140.33
41,10,15.0,technical,105800.57
53,12,35.5,sales,142075.07
68,8,45.6,service,125872.96
72,15,41.5,sales,183454.68
34,9,42.8,service,119713.16
74,13,53.2,service,184766.96
54,16,43.8,service,188128.08
22,14,48.0,technical,144939.13
72,14,30.6,management,175100.53
26,10,29.0,service,104427.88
52,15,56.1,service,179437.19
63,11,41.0,sales,146495.52
32,8,33.8,sales,93533.86
33,11,33.8,service,120964.92
45,11,33.5,sales,128900.13
69,12,32.9,sales,156274.33
30,10,27.2,technical,101691.16
56,12,25.0,service,143518.09
44,11,38.0,professional,123479.32
24,10,34.1,technical,101590.08
59,14,51.1,professional,169795.22
66,10,42.9,management,132616.45
51,14,42.7,technical,169604.91
28,10,32.6,professional,100986.86
27,15,38.8,professional,149087.4
42,11,43.6,professional,139188.53
47,8,47.2,sales,110559.43
50,9,39.1,management,117622.35
32,15,50.8,management,157153.01
47,15,40.1,professional,173754.14
35,9,47.9,professional,118726.13
57,13,35.1,management,158701.63
64,13,21.9,technical,155017.38
55,9,42.7,sales,124815.99
18,12,47.3,management,121135.35
75,14,45.8,management,176210.97
19,16,44.2,technical,169344.62
75,15,36.5,professional,190950.01
19,8,31.9,management,81785.56
47,10,45.5,service,127966.27
24,11,44.3,technical,116837.59
23,9,34.4,professional,90043.37
57,13,51.1,service,163849.24
60,8,31.2,sales,111872.68
24,9,34.2,management,91760.82
74,8,56.4,service,128615.12
36,10,48.7,technical,111585.34
36,14,36.4,technical,146660.54
35,9,42.9,management,109889.16
44,16,41.5,sales,171300.11
28,10,15.0,service,101852.67
42,8,30.9,management,101417.48
30,11,39.5,technical,124112.97
20,14,36.4,management,136693.58
39,8,42.5,professional,100971.94
56,8,51.3,technical,123583.06
62,15,36.8,sales,168820.18
38,13,29.4,service,140981.92
36,11,43.2,sales,120538.09
63,14,36.7,service,174115.94
57,15,38.4,management,172237.7
66,11,37.1,service,151144.58
70,13,62.4,management,170725.73
65,8,17.6,management,106199.77
72,10,36.1,sales,142513.1
42,13,40.0,sales,153680.61
40,9,32.2,management,118898.36
36,16,49.0,service,175756.13
31,16,48.1,professional,183456.47
61,10,39.5,technical,132327.39
59,11,37.3,management,146596.16
64,9,38.9,professional,122421.74
27,12,39.0,professional,129009.5
46,9,39.2,sales,100909.63
30,11,38.1,sales,112318.54
69,12,42.5,management,160676.39
33,13,47.5,sales,135404.48
26,13,27.7,technical,130901.41
51,9,29.5,management,120175.01
68,15,22.5,professional,170120.58
71,14,48.7,sales,174010.85
23,14,42.5,service,140238.42
36,12,45.1,management,129655.71
26,16,25.7,professional,155018.08
35,11,57.8,professional,134623.68
48,15,33.9,service,163658.27
34,9,41.7,management,119970.15
21,10,48.5,service,106495.85
47,12,30.1,sales,144470.45
21,13,34.5,professional,121619.83
31,14,41.8,technical,149002.36
18,10,68.6,technical,127779.15
23,15,43.0,technical,160506.02
43,10,56.1,technical,127976.17
67,12,52.1,professional,165093.67
62,16,43.7,technical,193499.93
23,12,30.1,management,115104.34
20,14,50.6,professional,149676.18
37,16,25.0,sales,175104.8
55,16,56.0,service,195709.08
61,12,42.0,sales,155435.87
65,11,15.0,sales,135761.88
37,9,36.6,professional,98892.55
27,12,46.5,sales,133442.69
19,16,37.6,sales,150725.64
26,12,47.2,sales,126252.79
21,11,31.5,sales,123720.36
67,8,26.9,service,115500.04
33,11,39.3,professional,117538.79
65,10,40.3,management,144938.26
50,16,36.5,professional,172262.19
49,12,52.3,sales,146096.4
44,9,31.5,management,118604.38
65,8,43.1,management,124929.54
20,15,40.7,technical,139619.47
23,16,24.4,professional,156412.2
42,14,26.8,service,145412.17
40,9,40.1,management,122436.23
49,8,59.8,technical,118685.53
60,9,45.8,professional,136380.64
52,14,22.7,professional,164294.91
32,14,15.0,service,128962.73
36,15,47.3,professional,163371.93
61,8,39.0,sales,122126.03
29,9,51.4,service,105365.9
47,16,31.2,management,175151.18
49,16,43.5,management,180102.39
61,14,48.5,service,171604.87
59,8,35.5,professional,116586.19
44,8,35.7,technical,106348.89
35,8,40.3,technical,103133.31
39,14,45.4,technical,152236.21
41,15,39.9,technical,160408.56
30,13,49.7,technical,142278.83
54,10,35.4,professional,126741.29
30,14,26.7,technical,136685.17
55,8,59.8,professional,128908.11
61,15,34.0,sales,162974.58
73,16,34.3,management,188563.75
24,14,39.3,technical,140462.41
62,15,40.7,sales,173600.76
22,13,36.1,technical,140555.7
37,12,39.8,professional,133881.23
28,10,39.6,professional,112303.17
27,16,41.7,sales,162058.71
28,14,16.4,technical,132375.12
20,9,58.8,sales,100807.35
65,16,38.5,service,188924.31
21,8,45.8,professional,89232.01
41,13,26.2,service,136009.99
58,9,35.3,service,105731.72
75,13,33.3,technical,158162.91
67,11,54.7,management,164141.87
25,11,34.1,professional,119318.48
75,14,47.6,management,191087.06
55,14,33.5,sales,169786.74
28,11,35.5,service,121127.89
44,16,37.5,service,171844.04
71,12,52.8,service,157973.54
40,9,21.1,service,109421.33
28,8,26.8,technical,90212.68
68,9,20.5,technical,137462.65
73,14,29.1,sales,168589.46
74,12,31.9,technical,168114.54
73,11,23.9,management,140844.08
68,12,32.7,service,160201.02
44,15,19.9,sales,166143.58
29,13,29.8,technical,124744.56
53,8,52.0,sales,117978.97
30,8,44.0,management,93934.51
45,12,41.9,service,132490.95
56,11,30.0,technical,137663.53
72,15,24.6,management,176069.46
34,13,28.6,management,134567.69
32,14,39.6,service,151621.76
60,13,48.7,sales,151394.63
18,11,49.0,sales,125569.87
50,13,46.3,management,152891.92
61,13,32.6,sales,158796.71
49,14,40.2,sales,164313.52
40,9,36.8,technical,119504.48
66,13,38.0,professional,161104.55
39,10,60.4,professional,116473.42
59,15,22.4,management,167376.34
44,15,37.7,sales,166209.89
19,13,52.1,service,129934.59
48,16,25.3,professional,171834.49
20,12,33.6,service,116067.29
71,8,34.7,technical,115491.53
52,13,37.8,management,156229.23
39,14,24.0,sales,140701.88
46,8,46.0,service,110261.75
53,8,46.7,management,115186.96
33,10,45.1,management,125699.54
34,15,31.3,professional,154143.0
42,12,40.9,management,138344.48
32,16,31.0,professional,159927.15
61,15,36.7,management,179275.37
24,12,61.5,technical,145369.16
65,14,41.0,sales,176081.28
38,10,28.1,professional,116306.1
50,8,41.8,service,117361.48
27,11,26.5,management,102136.42
40,13,28.0,sales,132403.34
61,9,29.6,service,120003.09
33,9,35.6,technical,100299.86
25,8,49.4,professional,93162.98
48,14,45.8,sales,150455.91
27,16,45.2,service,158362.24
36,15,29.0,service,152884.51
44,11,34.6,management,127014.37
50,13,42.7,technical,148033.82
55,16,33.7,professional,180895.46
57,13,37.2,professional,152241.73
66,10,44.4,management,147489.06
21,11,36.5,management,111374.06
39,14,42.3,professional,158913.34
18,12,55.9,management,130635.42
18,15,38.3,service,137937.33
30,15,51.8,sales,162293.09
52,8,45.6,professional,108874.12
69,14,25.3,sales,165371.24
62,11,29.0,service,132137.77
55,12,31.7,management,144352.5
63,10,31.5,professional,122445.97
27,11,39.1,technical,118141.84
66,10,46.1,management,145074.1
69,8,52.6,technical,138531.88
23,15,43.1,technical,148223.89
45,9,35.5,professional,113525.83
66,11,19.2,professional,135587.5
45,9,40.7,professional,126306.25
66,9,40.3,sales,121074.77
72,11,41.8,professional,145126.81
45,16,61.1,service,206651.54
21,16,52.4,professional,165086.36
37,11,47.9,technical,117569.25
30,12,30.4,technical,119876.52
45,16,34.9,sales,156019.06
51,10,39.1,sales,128517.2
44,16,32.2,management,177137.07
29,8,45.0,management,94555.89
35,10,43.6,sales,115176.15
57,11,29.1,sales,139560.93
19,8,52.0,professional,85935.23
30,15,41.0,management,148368.51
69,15,22.7,technical,172703.38
23,11,39.5,sales,110570.31
42,15,42.8,sales,164432.52
30,14,49.7,sales,143979.84
24,15,36.6,sales,151732.93
42,15,48.3,service,168379.66
48,13,41.9,service,154891.69
28,8,26.8,sales,91098.94
22,16,25.8,management,154298.28
25,13,51.2,technical,130965.75
55,16,52.0,professional,193617.97
67,16,43.2,management,191863.58
28,9,55.0,management,111105.18
36,11,50.6,service,137467.95
37,9,46.8,professional,109345.31
38,8,30.9,management,107799.63
32,16,57.3,technical,186650.16
21,16,45.4,professional,167880.96
48,16,36.1,technical,170442.06
38,15,33.3,technical,144109.62
37,13,42.6,management,151017.41
33,12,23.3,service,122587.7
71,16,47.0,service,194042.63
53,12,30.5,management,147438.04
42,13,43.7,professional,142530.88
29,9,34.8,sales,99035.76
64,14,37.4,management,172601.34
69,15,32.4,service,172294.59
19,14,38.4,professional,137545.47
71,12,58.9,technical,175125.5
